194.92	9.00
195.19	9.00
195.46	9.00
195.74	-19.00
196.01	9.00
196.28	21.00
196.55	-11.00
196.83	-12.00
197.10	13.00
197.37	8.00
197.64	20.00
197.92	47.00
198.19	25.00
198.46	5.00
198.73	19.00
199.01	-4.00
199.28	2.00
199.55	8.00
199.82	5.00
200.10	-1.00
200.37	-5.00
200.64	10.00
200.91	17.00
201.18	4.00
201.46	-2.00
201.73	15.00
202.00	9.00
202.27	-1.00
202.55	17.00
202.82	16.00
203.09	26.00
203.36	14.00
203.64	16.00
203.91	12.00
204.18	-7.00
204.45	6.00
204.72	12.00
205.00	16.00
205.27	4.00
205.54	3.00
205.81	5.00
206.09	-20.00
206.36	16.00
206.63	10.00
206.90	18.00
207.17	-4.00
207.45	10.00
207.72	16.00
207.99	7.00
208.26	12.00
208.54	9.00
208.81	-11.00
209.08	5.00
209.35	-4.00
209.62	15.00
209.90	10.00
210.17	27.00
210.44	16.00
210.71	-1.00
210.98	8.00
211.26	8.00
211.53	16.00
211.80	-4.00
212.07	18.00
212.34	-5.00
212.62	2.00
212.89	9.00
213.16	17.00
213.43	-1.00
213.70	10.00
213.98	13.00
214.25	-5.00
214.52	-1.00
214.79	9.00
215.06	-18.00
215.34	-7.00
215.61	9.00
215.88	5.00
216.15	0.00
216.42	-2.00
216.70	15.00
216.97	7.00
217.24	15.00
217.51	8.00
217.78	5.00
218.05	8.00
218.33	13.00
218.60	13.00
218.87	0.00
219.14	21.00
219.41	29.00
219.69	34.00
219.96	15.00
220.23	28.00
220.50	34.00
220.77	22.00
221.04	12.00
221.32	24.00
221.59	19.00
221.86	10.00
222.13	24.00
222.40	18.00
222.67	11.00
222.95	18.00
223.22	15.00
223.49	9.00
223.76	-2.00
224.03	18.00
224.30	16.00
224.58	4.00
224.85	1.00
225.12	3.00
225.39	24.00
225.66	-2.00
225.93	12.00
226.21	-3.00
226.48	-13.00
226.75	7.00
227.02	29.00
227.29	19.00
227.56	-6.00
227.84	-1.00
228.11	-11.00
228.38	8.00
228.65	34.00
228.92	16.00
229.19	10.00
229.46	12.00
229.74	2.00
230.01	-31.00
230.28	5.00
230.55	11.00
230.82	5.00
231.09	5.00
231.36	5.00
231.64	13.00
231.91	16.00
232.18	-7.00
232.45	14.00
232.72	13.00
232.99	2.00
233.26	2.00
233.54	0.00
233.81	-16.00
234.08	2.00
234.35	0.00
234.62	8.00
234.89	9.00
235.16	-2.00
235.43	26.00
235.71	32.00
235.98	7.00
236.25	5.00
236.52	34.00
236.79	24.00
237.06	5.00
237.33	26.00
237.60	0.00
237.88	7.00
238.15	23.00
238.42	36.00
238.69	18.00
238.96	4.00
239.23	8.00
239.50	-14.00
239.77	-3.00
240.05	15.00
240.32	2.00
240.59	-6.00
240.86	5.00
241.13	10.00
241.40	4.00
241.67	8.00
241.94	30.00
242.21	-9.00
242.49	0.00
242.76	23.00
243.03	6.00
243.30	24.00
243.57	29.00
243.84	8.00
244.11	20.00
244.38	12.00
244.65	-21.00
244.92	14.00
245.20	-12.00
245.47	3.00
245.74	-8.00
246.01	3.00
246.28	8.00
246.55	4.00
246.82	2.00
247.09	6.00
247.36	23.00
247.63	3.00
247.91	-9.00
248.18	1.00
248.45	-8.00
248.72	3.00
248.99	-5.00
249.26	14.00
249.53	16.00
249.80	-8.00
250.07	12.00
250.34	6.00
250.61	19.00
250.88	5.00
251.16	12.00
251.43	6.00
251.70	14.00
251.97	10.00
252.24	7.00
252.51	29.00
252.78	14.00
253.05	27.00
253.32	-2.00
253.59	16.00
253.86	14.00
254.13	-7.00
254.40	0.00
254.68	18.00
254.95	19.00
255.22	14.00
255.49	-13.00
255.76	3.00
256.03	3.00
256.30	8.00
256.57	-15.00
256.84	9.00
257.11	25.00
257.38	20.00
257.65	-3.00
257.92	8.00
258.19	11.00
258.46	7.00
258.73	16.00
259.01	16.00
259.28	23.00
259.55	31.00
259.82	9.00
260.09	21.00
260.36	5.00
260.63	10.00
260.90	2.00
261.17	-10.00
261.44	-10.00
261.71	13.00
261.98	25.00
262.25	37.00
262.52	0.00
262.79	-3.00
263.06	8.00
263.33	30.00
263.60	1.00
263.87	21.00
264.14	25.00
264.42	-2.00
264.69	-1.00
264.96	3.00
265.23	11.00
265.50	16.00
265.77	-4.00
266.04	3.00
266.31	-5.00
266.58	14.00
266.85	7.00
267.12	-4.00
267.39	28.00
267.66	32.00
267.93	-8.00
268.20	13.00
268.47	7.00
268.74	-19.00
269.01	12.00
269.28	-2.00
269.55	8.00
269.82	18.00
270.09	-8.00
270.36	-2.00
270.63	24.00
270.90	27.00
271.17	20.00
271.44	8.00
271.71	11.00
271.98	-17.00
272.25	23.00
272.52	5.00
272.79	-8.00
273.06	22.00
273.33	21.00
273.60	14.00
273.87	21.00
274.14	15.00
274.41	26.00
274.68	13.00
274.95	21.00
275.22	16.00
275.49	7.00
275.76	2.00
276.03	4.00
276.30	20.00
276.57	11.00
276.84	19.00
277.11	9.00
277.38	-3.00
277.65	-4.00
277.92	19.00
278.19	0.00
278.46	6.00
278.73	2.00
279.00	-17.00
279.27	12.00
279.54	8.00
279.81	5.00
280.08	11.00
280.35	4.00
280.62	14.00
280.89	1.00
281.16	11.00
281.43	-5.00
281.70	8.00
281.97	21.00
282.24	14.00
282.51	-4.00
282.78	0.00
283.05	12.00
283.32	16.00
283.59	23.00
283.86	5.00
284.13	-13.00
284.40	10.00
284.67	6.00
284.94	17.00
285.21	16.00
285.48	11.00
285.75	29.00
286.02	36.00
286.29	14.00
286.56	-8.00
286.83	8.00
287.10	21.00
287.37	15.00
287.64	10.00
287.91	21.00
288.18	6.00
288.45	22.00
288.72	18.00
288.99	6.00
289.26	-13.00
289.53	16.00
289.79	4.00
290.06	1.00
290.33	3.00
290.60	4.00
290.87	-2.00
291.14	4.00
291.41	-6.00
291.68	23.00
291.95	17.00
292.22	6.00
292.49	-5.00
292.76	14.00
293.03	13.00
293.30	-2.00
293.57	2.00
293.84	9.00
294.11	14.00
294.38	5.00
294.65	0.00
294.92	-14.00
295.19	14.00
295.45	2.00
295.72	-10.00
295.99	5.00
296.26	-5.00
296.53	-9.00
296.80	11.00
297.07	6.00
297.34	0.00
297.61	30.00
297.88	-2.00
298.15	2.00
298.42	11.00
298.69	0.00
298.96	-4.00
299.23	12.00
299.49	4.00
299.76	12.00
300.03	17.00
300.30	0.00
300.57	-2.00
300.84	-13.00
301.11	-12.00
301.38	17.00
301.65	-10.00
301.92	7.00
302.19	22.00
302.46	3.00
302.73	10.00
303.00	17.00
303.26	4.00
303.53	29.00
303.80	9.00
304.07	12.00
304.34	21.00
304.61	-2.00
304.88	26.00
305.15	8.00
305.42	-6.00
305.69	-13.00
305.96	14.00
306.22	20.00
306.49	25.00
306.76	12.00
307.03	6.00
307.30	-2.00
307.57	18.00
307.84	18.00
308.11	20.00
308.38	6.00
308.65	11.00
308.92	19.00
309.18	17.00
309.45	4.00
309.72	-6.00
309.99	8.00
310.26	25.00
310.53	15.00
310.80	28.00
311.07	29.00
311.34	28.00
311.60	12.00
311.87	9.00
312.14	-2.00
312.41	28.00
312.68	13.00
312.95	9.00
313.22	-7.00
313.49	-2.00
313.76	0.00
314.02	2.00
314.29	11.00
314.56	15.00
314.83	10.00
315.10	10.00
315.37	-21.00
315.64	4.00
315.91	16.00
316.17	5.00
316.44	9.00
316.71	12.00
316.98	13.00
317.25	1.00
317.52	-9.00
317.79	-24.00
318.06	-6.00
318.32	-14.00
318.59	4.00
318.86	8.00
319.13	12.00
319.40	-2.00
319.67	-4.00
319.94	14.00
320.21	-11.00
320.47	10.00
320.74	4.00
321.01	-7.00
321.28	11.00
321.55	-9.00
321.82	27.00
322.09	12.00
322.35	10.00
322.62	2.00
322.89	-10.00
323.16	9.00
323.43	20.00
323.70	32.00
323.97	2.00
324.23	12.00
324.50	14.00
324.77	-9.00
325.04	-17.00
325.31	3.00
325.58	0.00
325.85	-1.00
326.11	10.00
326.38	-22.00
326.65	1.00
326.92	16.00
327.19	23.00
327.46	8.00
327.72	19.00
327.99	21.00
328.26	18.00
328.53	-2.00
328.80	-8.00
329.07	21.00
329.33	6.00
329.60	-20.00
329.87	-12.00
330.14	3.00
330.41	4.00
330.68	-6.00
330.94	17.00
331.21	-12.00
331.48	12.00
331.75	23.00
332.02	-6.00
332.29	13.00
332.55	12.00
332.82	12.00
333.09	-20.00
333.36	-14.00
333.63	8.00
333.90	4.00
334.16	31.00
334.43	-10.00
334.70	-2.00
334.97	23.00
335.24	15.00
335.50	2.00
335.77	5.00
336.04	26.00
336.31	3.00
336.58	5.00
336.85	16.00
337.11	26.00
337.38	15.00
337.65	13.00
337.92	27.00
338.19	5.00
338.45	-2.00
338.72	2.00
338.99	15.00
339.26	2.00
339.53	20.00
339.79	3.00
340.06	15.00
340.33	14.00
340.60	14.00
340.87	-4.00
341.13	20.00
341.40	25.00
341.67	9.00
341.94	4.00
342.21	-1.00
342.47	19.00
342.74	5.00
343.01	-3.00
343.28	-2.00
343.55	4.00
343.81	8.00
344.08	17.00
344.35	7.00
344.62	-9.00
344.88	-3.00
345.15	25.00
345.42	-2.00
345.69	7.00
345.96	14.00
346.22	19.00
346.49	36.00
346.76	19.00
347.03	19.00
347.30	4.00
347.56	-4.00
347.83	13.00
348.10	32.00
348.37	18.00
348.63	8.00
348.90	-9.00
349.17	1.00
349.44	7.00
349.71	28.00
349.97	29.00
350.24	2.00
350.51	6.00
350.78	7.00
351.04	17.00
351.31	16.00
351.58	11.00
351.85	19.00
352.11	19.00
352.38	-3.00
352.65	15.00
352.92	25.00
353.18	-2.00
353.45	-2.00
353.72	-1.00
353.99	4.00
354.25	2.00
354.52	29.00
354.79	4.00
355.06	16.00
355.33	1.00
355.59	12.00
355.86	-4.00
356.13	8.00
356.40	19.00
356.66	10.00
356.93	2.00
357.20	-1.00
357.47	5.00
357.73	15.00
358.00	14.00
358.27	24.00
358.53	14.00
358.80	24.00
359.07	13.00
359.34	25.00
359.60	1.00
359.87	1.00
360.14	-34.00
360.41	-24.00
360.67	15.00
360.94	7.00
361.21	10.00
361.48	2.00
361.74	9.00
362.01	28.00
362.28	41.00
362.55	19.00
362.81	23.00
363.08	26.00
363.35	10.00
363.61	30.00
363.88	29.00
364.15	-1.00
364.42	24.00
364.68	24.00
364.95	23.00
365.22	15.00
365.49	14.00
365.75	9.00
366.02	16.00
366.29	10.00
366.55	11.00
366.82	18.00
367.09	-5.00
367.36	-2.00
367.62	2.00
367.89	-22.00
368.16	9.00
368.42	6.00
368.69	21.00
368.96	28.00
369.23	14.00
369.49	30.00
369.76	11.00
370.03	7.00
370.29	28.00
370.56	19.00
370.83	14.00
371.09	23.00
371.36	4.00
371.63	8.00
371.90	-3.00
372.16	-4.00
372.43	0.00
372.70	-1.00
372.96	18.00
373.23	-3.00
373.50	25.00
373.76	16.00
374.03	-10.00
374.30	3.00
374.57	4.00
374.83	12.00
375.10	-1.00
375.37	17.00
375.63	1.00
375.90	20.00
376.17	23.00
376.43	13.00
376.70	23.00
376.97	46.00
377.23	13.00
377.50	13.00
377.77	28.00
378.03	16.00
378.30	-1.00
378.57	10.00
378.83	31.00
379.10	1.00
379.37	15.00
379.64	26.00
379.90	2.00
380.17	0.00
380.44	8.00
380.70	1.00
380.97	6.00
381.24	-7.00
381.50	7.00
381.77	15.00
382.04	-3.00
382.30	-2.00
382.57	13.00
382.84	19.00
383.10	32.00
383.37	37.00
383.64	19.00
383.90	-13.00
384.17	9.00
384.44	15.00
384.70	17.00
384.97	0.00
385.24	16.00
385.50	24.00
385.77	18.00
386.03	2.00
386.30	12.00
386.57	31.00
386.83	23.00
387.10	13.00
387.37	19.00
387.63	-17.00
387.90	-3.00
388.17	-8.00
388.43	21.00
388.70	-12.00
388.97	-13.00
389.23	27.00
389.50	10.00
389.77	18.00
390.03	13.00
390.30	2.00
390.57	-5.00
390.83	17.00
391.10	19.00
391.36	7.00
391.63	10.00
391.90	25.00
392.16	8.00
392.43	24.00
392.70	14.00
392.96	13.00
393.23	0.00
393.50	-15.00
393.76	-4.00
394.03	0.00
394.29	-6.00
394.56	10.00
394.83	27.00
395.09	30.00
395.36	5.00
395.63	21.00
395.89	9.00
396.16	13.00
396.42	7.00
396.69	7.00
396.96	23.00
397.22	12.00
397.49	0.00
397.75	-15.00
398.02	-9.00
398.29	4.00
398.55	16.00
398.82	14.00
399.09	28.00
399.35	23.00
399.62	23.00
399.88	17.00
400.15	-1.00
400.42	6.00
400.68	29.00
400.95	7.00
401.21	-17.00
401.48	6.00
401.75	12.00
402.01	-1.00
402.28	-5.00
402.54	0.00
402.81	19.00
403.08	3.00
403.34	10.00
403.61	8.00
403.87	-3.00
404.14	-2.00
404.41	23.00
404.67	10.00
404.94	32.00
405.20	-9.00
405.47	1.00
405.74	9.00
406.00	15.00
406.27	8.00
406.53	27.00
406.80	23.00
407.07	7.00
407.33	16.00
407.60	-7.00
407.86	17.00
408.13	10.00
408.40	-9.00
408.66	8.00
408.93	17.00
409.19	-2.00
409.46	2.00
409.72	-11.00
409.99	18.00
410.26	10.00
410.52	25.00
410.79	20.00
411.05	31.00
411.32	39.00
411.58	34.00
411.85	10.00
412.12	22.00
412.38	7.00
412.65	17.00
412.91	9.00
413.18	12.00
413.44	24.00
413.71	3.00
413.98	-16.00
414.24	18.00
414.51	7.00
414.77	19.00
415.04	0.00
415.30	-8.00
415.57	12.00
415.84	16.00
416.10	14.00
416.37	9.00
416.63	9.00
416.90	3.00
417.16	-9.00
417.43	-11.00
417.69	5.00
417.96	-2.00
418.23	11.00
418.49	0.00
418.76	-4.00
419.02	-8.00
419.29	21.00
419.55	4.00
419.82	14.00
420.08	8.00
420.35	16.00
420.61	-15.00
420.88	3.00
421.15	8.00
421.41	19.00
421.68	23.00
421.94	21.00
422.21	33.00
422.47	-6.00
422.74	2.00
423.00	-20.00
423.27	-2.00
423.53	3.00
423.80	16.00
424.06	11.00
424.33	14.00
424.60	4.00
424.86	0.00
425.13	5.00
425.39	20.00
425.66	8.00
425.92	17.00
426.19	21.00
426.45	21.00
426.72	15.00
426.98	15.00
427.25	-11.00
427.51	14.00
427.78	0.00
428.04	-3.00
428.31	18.00
428.57	2.00
428.84	-3.00
429.10	-8.00
429.37	-10.00
429.63	34.00
429.90	17.00
430.17	1.00
430.43	-7.00
430.70	-2.00
430.96	11.00
431.23	4.00
431.49	2.00
431.76	20.00
432.02	-7.00
432.29	-8.00
